"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料年度","政府機構(%)","政府機構增減","僑外投資(%)","僑外投資增減","本國金融機構(%)","本國金融機構增減","本國法人(%)","本國法人增減","本國個人(%)","本國個人增減","庫藏股票(%)","庫藏股票增減"
"450",="9930","中聯資源","44.85","-0.05","-0.11","2021","0","0","2.22","+0.17","2.22","-1.09","73.3","+0.16","22.3","+0.76","0","0"
"451",="3218","大學光","287","+2.5","+0.88","2021","0.96","+0.96","28.8","+22.7","2.22","+1.85","19.7","-2.09","48.3","-23.4","0","0"
"452",="6279","胡連","133.5","-1","-0.74","2021","2.36","+2.36","8.44","-0.54","2.2","-0.58","6.65","+0.29","80.3","-1.53","0","0"
"453",="6589","台康生技","103.5","-3","-2.82","2021","7.31","-0.53","3.26","-1.38","2.15","-2.41","29.8","-7.52","57.5","+11.9","0","-0.1"
"454",="2615","萬海","156","-4.5","-2.8","2021","0.51","+0.12","43","+1.22","2.15","+0.71","34.1","+0.73","20.2","-2.78","0","0"
"455",="4736","泰博","169","0","0","2021","0","0","7.56","-1.8","2.14","-5.34","13.1","-2.02","77.2","+9.16","0","0"
"456",="3652","精聯","24.7","+0.6","+2.49","2021","0","0","0.17","-4.31","2.12","0","66.4","+5.39","31.3","-1.08","0","0"
"457",="2617","台航","35.65","-0.95","-2.6","2021","26.5","0","5.97","+2.68","2.12","+0.31","26.9","-8.16","38.6","+5.18","0","0"
"458",="3666","光耀","31.35","-0.45","-1.42","2021","0","0","3.32","+3.21","2.1","+2.09","42.5","-6.12","52.1","+0.82","0","0"
"459",="6449","鈺邦","56.1","0","0","2021","0","0","5.17","+3.39","2.1","+0.5","49.1","-0.26","43.7","-3.63","0","0"
"460",="2201","裕隆","43.3","+0.2","+0.46","2021","0.01","-0.83","7.59","+1.06","2.08","-4.78","46.4","+0.82","43.9","+3.73","0","0"
"461",="2520","冠德","38.55","+0.1","+0.26","2021","0","0","17.7","-3.02","2.05","+1.27","29.3","-2.38","51","+4.12","0","0"
"462",="3691","碩禾","179","-2","-1.1","2021","2.71","+2.71","8.08","+4.28","2.05","+1.74","53.2","-5.74","32.8","-2.94","1.14","-0.04"
"463",="4162","智擎","57.3","+0.6","+1.06","2021","15.8","-1.9","4.68","-1.35","2.04","-0.28","18.2","-0.42","58.6","+3.96","0.68","0"
"464",="9958","世紀鋼","111.5","+2.5","+2.29","2021","1.98","+1.36","4.75","+1.07","2.04","-2.7","25","-8.31","66.2","+8.59","0","0"
"465",="5263","智崴","154","+3.5","+2.33","2021","0","-0.04","10.9","+0.58","2.03","+0.55","26.8","-1.42","60.4","+0.33","0","0"
"466",="4979","華星光","19.2","-0.5","-2.54","2021","0","0","2.74","-1.1","2.03","+0.06","29.9","+7.5","65.3","-6.43","0.01","-0.01"
"467",="3058","立德","17.15","+0.05","+0.29","2021","0","0","4.78","+2.88","2.03","-0.09","9.25","-2.67","80.6","+0.95","3.31","-1.07"
"468",="5438","東友","18.35","+0.15","+0.82","2021","0","0","0.55","+0.01","2.02","-5.34","44.1","+5.56","53.3","-0.23","0","0"
"469",="8044","網家","139","-7","-4.79","2021","0","0","29.3","-13.2","2.02","+1.34","18.7","+0.54","49.2","+10.5","0.79","+0.79"
"470",="4174","浩鼎","106.5","-2","-1.84","2021","0","0","12.6","+0.25","2.01","+1.71","32.3","+0.03","53.1","-1.99","0","0"
"471",="2354","鴻準","66.7","-0.4","-0.6","2021","0.52","-2.62","18.8","-7.71","2","-1.91","35.9","-0.42","42.8","+12.7","0","0"
"472",="2755","揚秦","56","0","0","2021","0","0","0.68","+0.67","2","-1.15","49.1","-0.48","48.2","+0.96","0","0"
"473",="4561","健椿","29","+0.25","+0.87","2021","0","0","0.26","+0.25","1.99","-5.22","31.4","-1.07","66.4","+6.04","0","0"
"474",="6285","啟碁","75.8","-0.3","-0.39","2021","4.91","+1.69","9.36","-7.34","1.98","-0.76","41.2","+6.98","42.5","-0.59","0.02","+0.02"
"475",="3303","岱稜","26.45","-0.15","-0.56","2021","0","0","2","-0.44","1.98","-1.66","12.5","-0.64","80.3","+2.59","3.18","+0.15"
"476",="6767","台微醫","30.05","-0.05","-0.17","2021","0","","0.06","","1.96","","42.7","","55.3","","0",""
"477",="5704","老爺知","30.1","+0.1","+0.33","2021","0","0","0.05","+0.05","1.94","-1","28.5","+0.12","69.6","+0.83","0","0"
"478",="5222","全訊","216.5","0","0","2021","0","0","3.19","-0.5","1.94","-0.71","8.87","-1.65","86","+2.86","0","0"
"479",="3046","建碁","30.4","+2.75","+9.95","2021","0","0","1.68","+0.24","1.93","-0.02","52.5","-1.66","43.9","+1.44","0","0"
"480",="6612","奈米醫材","61.5","0","0","2021","0","0","27.5","-0.71","1.92","-0.51","16.1","+0.65","54.5","+0.57","0","0"
"481",="6643","M31","454","+1.5","+0.33","2021","0","0","11","+2.49","1.92","+0.32","5.64","-0.43","80.8","-2.83","0.67","+0.46"
"482",="6230","尼得科超眾","167","-1","-0.6","2021","0","-1.68","84.8","+19.2","1.92","-3.48","0.45","-7.91","12.8","-6.17","0","0"
"483",="8222","寶一","15.15","-0.05","-0.33","2021","0","0","0.74","+0.29","1.92","-3.04","23.7","-5.68","73.6","+8.43","0","0"
"484",="2392","正崴","39.1","-0.1","-0.26","2021","0.22","-0.27","14.7","+0.6","1.91","-1.47","33.2","+0.14","50","+0.99","0","0"
"485",="8473","山林水","33.95","0","0","2021","0","0","0.88","-0.04","1.91","-0.75","76.7","+0.21","20.5","+0.59","0","0"
"486",="4915","致伸","55.5","-1.8","-3.14","2021","3.44","+1.84","59.8","+2.77","1.91","-1.8","4.39","+2.88","30.5","-5.69","0","-0.01"
"487",="9931","欣高","39.85","-0.1","-0.25","2021","21.3","0","0.71","+0.32","1.9","0","45","+0.51","31.2","-0.83","0","0"
"488",="5236","凌陽創新","179","-5","-2.72","2021","0","","2.87","","1.9","","58.7","","36.6","","0",""
"489",="5299","杰力","195","-2","-1.02","2021","0","0","3.06","-0.31","1.85","-1.54","27.5","0","67.6","+1.84","0","0"
"490",="8255","朋程","264","+12.5","+4.97","2021","0","0","1.66","-0.52","1.84","-6.72","32.1","+2.47","64.4","+4.77","0","0"
"491",="6451","訊芯-KY","96.1","+0.7","+0.73","2021","0","-4.19","61.7","-1.61","1.83","-1.83","0.51","+0.11","35.1","+8.36","0.82","-0.83"
"492",="2020","美亞","30.5","-0.1","-0.33","2021","0","0","3.36","+0.99","1.81","-0.23","52.9","-2.01","42","+1.25","0","0"
"493",="1817","凱撒衛","36.6","+0.1","+0.27","2021","0","0","1.4","-0.13","1.81","-1.5","6.37","+1","89.7","-0.09","0.72","+0.72"
"494",="3515","華擎","240.5","-7.5","-3.02","2021","0","0","5.66","+1.61","1.8","-6.96","64.6","+2.86","27.9","+2.49","0","0"
"495",="8027","鈦昇","68.7","0","0","2021","0","0","5.5","-1.44","1.8","+1.8","1.56","+0.07","89.8","+0.3","1.34","-0.73"
"496",="5904","寶雅","501","-5","-0.99","2021","0.4","+0.39","37.3","+0.7","1.78","+0.33","44","-1.19","16.5","-0.23","0","0"
"497",="1614","三洋電","36.45","-0.4","-1.09","2021","0","-0.04","2.32","+0.19","1.77","-0.18","56.6","-0.33","39.3","+0.35","0","0"
"498",="3019","亞光","93.3","+2.7","+2.98","2021","0","0","10.1","-2.21","1.77","-1.54","11.2","-0.73","76.9","+4.48","0","0"
"499",="6492","生華科","87.6","-3.1","-3.42","2021","0","0","10.2","-14.2","1.77","+1.05","28.3","-18.3","59.7","+31.5","0.04","-0.01"
"500",="6625","必應","32.65","+2.95","+9.93","2021","0","0","1.71","+1.66","1.75","-3.47","64.4","+1.72","30.8","+0.37","1.41","-0.28"
"501",="4942","嘉彰","46.6","-0.15","-0.32","2021","0","0","16.8","-0.17","1.74","-2.38","34.1","-0.32","47.4","+2.87","0","0"
"502",="6505","台塑化","98.8","-1.7","-1.69","2021","0.75","+0.18","7.31","-0.17","1.7","+0.16","87.6","+0.14","2.66","-0.32","0","0"
"503",="4123","晟德","62.3","-1.2","-1.89","2021","0","0","6.23","-8.64","1.7","-1.59","30.3","+1.63","61.5","+9.49","0.28","-0.9"
"504",="3558","神準","96","0","0","2021","0","0","6.29","-1.09","1.7","+0.12","46.9","-0.96","45.1","+1.93","0","0"
"505",="1323","永裕","35.3","+0.15","+0.43","2021","0.07","+0.04","3.18","+0.16","1.69","0","29.7","+7","65.4","-7.2","0","0"
"506",="3479","安勤","50.2","0","0","2021","0","0","1.9","-7.02","1.68","+0.11","31.5","+0.78","64.9","+6.13","0","0"
"507",="8131","福懋科","39.15","-0.35","-0.89","2021","0.23","-0.01","5.81","+0.08","1.67","-0.32","71.4","+0.26","20.9","-0.01","0","0"
"508",="2227","裕日車","250","-1.5","-0.6","2021","0.18","-0.08","40.9","+0.09","1.66","+0.27","53.6","-0.23","3.71","-0.04","0","0"
"509",="8476","台境","57.5","0","0","2021","0","0","0.01","-0.09","1.64","0","29.6","-0.05","68.7","+0.15","0","0"
"510",="2395","研華","382.5","-2.5","-0.65","2021","0","0","41.6","+1.19","1.62","+0.05","46.7","-0.92","10.1","-0.31","0","0"
"511",="3260","威剛","85.5","-3","-3.39","2021","0.23","+0.05","12","+2.35","1.62","+1.57","14.1","+5.74","69.8","-10.1","2.15","+0.35"
"512",="6415","矽力-KY","5250","-55","-1.04","2021","0.38","-0.56","93.8","+1.79","1.59","-1.28","0.1","-0.05","4.14","+0.11","0","0"
"513",="1305","華夏","35","-0.05","-0.14","2021","0.65","-0.78","24.1","+7.9","1.58","+0.34","41.6","-1.1","32.1","-6.36","0","0"
"514",="3014","聯陽","108.5","-2","-1.81","2021","0.94","+0.14","12.5","-8.57","1.56","-1.2","16","+0.11","69","+9.52","0","0"
"515",="3532","台勝科","191","+1","+0.53","2021","0","0","53.5","+5.37","1.56","-5.17","38.5","-0.06","6.38","-0.14","0","0"
"516",="2338","光罩","110.5","+8","+7.8","2021","0","0","2.8","+0.6","1.55","+0.51","19.1","-1.12","72.6","+2.87","3.96","-2.86"
"517",="6116","彩晶","16.25","+0.3","+1.88","2021","0.26","-0.15","12.2","+1.68","1.55","+1.3","27.9","+2.77","58.1","-5.6","0","0"
"518",="5871","中租-KY","251","-2.5","-0.99","2021","0.65","-0.04","78.7","+4.07","1.53","+0.58","8.51","-0.13","10.6","-4.48","0","0"
"519",="3374","精材","143","+1","+0.7","2021","0","0","6.2","-0.78","1.52","-1.66","43.5","+0.42","48.7","+2.02","0","0"
"520",="2451","創見","71.1","+0.5","+0.71","2021","0","0","9.69","-4.65","1.52","-7.75","57.5","+1.67","31.3","+10.7","0","0"
"521",="3705","永信","43.65","-0.1","-0.23","2021","0","0","13.1","+0.25","1.49","-2.13","11.4","+3.63","74","-1.75","0","0"
"522",="6217","中探針","56.3","-0.7","-1.23","2021","0","0","1.37","-0.34","1.49","-0.36","10.9","-6.93","86.3","+7.62","0","0"
"523",="8367","建新國際","53.6","-0.8","-1.47","2021","0","0","1.71","+0.33","1.48","-0.15","30.2","+0.22","66.6","-0.4","0","0"
"524",="4760","勤凱","100","0","0","2021","0","0","0.39","-16.5","1.47","+1.43","12.3","-2.91","79.5","+11.6","6.36","+6.36"
"525",="3711","日月光投控","106","0","0","2021","2.89","-0.37","71.6","+3.75","1.46","-0.85","11.8","-3.85","12.2","+1.32","0","0"
"526",="8054","安國","64.9","+0.6","+0.93","2021","0","0","3.12","+0.76","1.45","-0.94","4.81","-0.99","90.6","+7.88","0","-6.71"
"527",="1240","茂生農經","51","-0.1","-0.2","2021","0","0","0.24","-0.15","1.45","0","13.4","+0.13","84.9","+0.02","0","0"
"528",="6509","聚和","73","-0.7","-0.95","2021","0","0","4.73","-0.61","1.44","+0.02","9.35","-8.66","84.5","+10.1","0","-0.84"
"529",="2034","允強","31.1","-0.2","-0.64","2021","0","0","9.67","-1.93","1.44","0","27.6","-0.32","61.2","+2.25","0","0"
"530",="3029","零壹","45.1","-0.4","-0.88","2021","0","0","3.04","-0.15","1.43","+0.86","14.4","+1.54","81.2","-2.25","0","0"
"531",="2888","新光金","11.25","-0.3","-2.6","2021","0.05","-0.09","18.4","-2.11","1.41","-0.37","28.8","-0.11","51.3","+2.95","0","-0.27"
"532",="3221","台嘉碩","40.35","-1.05","-2.54","2021","0","0","3.19","-0.51","1.39","+1.13","17.2","+1.81","77.6","-1.86","0.55","-0.56"
"533",="1229","聯華","57.3","-0.6","-1.04","2021","0","0","11.8","-1.62","1.37","-0.02","40.5","+0.59","46.4","+1.05","0","0"
"534",="2852","第一保","14.75","0","0","2021","0","0","3.53","-0.61","1.37","-0.15","38","-1.83","57.1","+2.6","0","0"
"535",="3706","神達","34.4","+2.3","+7.17","2021","0","0","10.6","-7.82","1.34","-6.48","31.9","+1.11","56.1","+13.2","0","0"
"536",="8083","瑞穎","173","+0.5","+0.29","2021","0","0","0.75","-0.1","1.34","+1.05","24.8","-1.64","73.1","+0.69","0","0"
"537",="5443","均豪","34","-0.45","-1.31","2021","0","0","5.48","+1.09","1.32","-1.27","27.7","+5.1","61.9","-7.08","3.63","+2.16"
"538",="1795","美時","114.5","-2.5","-2.14","2021","0","0","71","+1.18","1.31","-0.02","0.42","-0.41","27.3","-0.76","0","0"
"539",="2314","台揚","86.8","+0.8","+0.93","2021","0","0","5.65","+4.27","1.3","-0.92","30.5","-0.33","62.6","-3.02","0","0"
"540",="3059","華晶科","39.55","-0.3","-0.75","2021","0","0","11","-1.59","1.29","+1.26","11.7","-5.81","72","+5","3.99","+1.13"
"541",="6426","統新","77.6","-1.3","-1.65","2021","0","0","5.77","-1.72","1.27","-4.2","33.5","+0.99","59.4","+4.93","0.02","0"
"542",="8271","宇瞻","45.85","-1.15","-2.45","2021","0","0","4.24","-12.1","1.26","-1.35","10.9","-0.85","83.6","+14.3","0","0"
"543",="1605","華新","27.45","0","0","2021","0.26","+0.1","23.2","+1.17","1.26","-5.38","33","+9.95","42.3","-5.83","0","0"
"544",="6669","緯穎","1010","+26","+2.64","2021","0.82","-0.66","30.9","+6.16","1.25","-2.87","52.1","-0.36","14.9","-2.27","0","0"
"545",="6409","旭隼","1710","-60","-3.39","2021","0.07","-0.09","66.8","+1.74","1.23","-0.13","13.5","-0.69","18.4","-0.83","0","0"
"546",="2608","嘉里大榮","43.3","-0.5","-1.14","2021","0","0","10.3","+1.16","1.23","+0.83","63.3","+0.01","25.2","-1.99","0","0"
"547",="2340","光磊","55.9","+5","+9.82","2021","0","-0.9","18.4","-1.39","1.22","-4.72","9.2","-3.3","68.8","+7.96","2.35","+2.35"
"548",="2371","大同","38.85","+2.65","+7.32","2021","0","0","18.8","-21.6","1.22","-2.12","27.5","+0.95","52.5","+22.8","0","0"
"549",="6576","逸達","93.2","+3.2","+3.56","2021","0","0","32.1","-10.2","1.2","-0.22","8","-10.6","58.7","+21","0","0"
"550",="1735","日勝化","17.85","-0.1","-0.56","2021","0","0","50.3","+0.09","1.19","+0.19","7.83","-0.72","40.7","+0.44","0","0"
"551",="8215","明基材","38.8","+0.5","+1.31","2021","0","0","13.7","+11.2","1.18","+1.08","44.4","+0.29","40.7","-12.6","0","0"
"552",="3567","逸昌","35.9","+0.2","+0.56","2021","0","0","2.12","+1.58","1.17","+1.17","18.1","-0.78","78.1","-1.98","0.51","0"
"553",="6470","宇智","44.3","-0.55","-1.23","2021","0","0","11.1","+5.7","1.17","+1.02","23","-9.61","64.7","+2.89","0","0"
"554",="5340","建榮","39.35","-0.5","-1.25","2021","0","0","48.6","-0.5","1.16","+1.16","2.4","+0.23","47.9","-0.89","0","0"
"555",="2547","日勝生","10.3","+0.05","+0.49","2021","0","0","19.9","-2.26","1.16","+0.55","19.1","+0.25","59.8","+1.45","0","0"
"556",="1440","南紡","23.4","-0.15","-0.64","2021","0","0","6.43","-2.01","1.15","+1.15","20.2","+1.34","72.2","-0.49","0","0"
"557",="1582","信錦","68.9","0","0","2021","0","0","17.5","-11.4","1.15","-0.05","11.1","+0.18","70.2","+11.2","0","0"
"558",="2442","新美齊","11.85","+0.05","+0.42","2021","0","0","1.13","-2.31","1.15","-0.36","45.5","-2.94","52.2","+5.61","0","0"
"559",="4568","科際精密","64.3","0","0","2021","0","0","6.69","+0.1","1.15","+0.02","70","+0.4","21.3","-0.71","0.85","+0.2"
"560",="5243","乙盛-KY","71.7","-1.8","-2.45","2021","0.05","+0.05","54.2","-10.2","1.15","+1.02","1.13","+0.57","43.5","+8.57","0","0"
"561",="6743","安普新","81","+5.7","+7.57","2021","0","0","3.27","+0.36","1.15","+1.09","19.2","+0.16","76.4","-1.61","0","0"
"562",="1720","生達","40.1","0","0","2021","0","0","2.39","+0.67","1.13","-0.62","10.5","+0.17","86","-0.22","0","0"
"563",="3211","順達","94.4","-0.5","-0.53","2021","0","-0.03","17","+1.35","1.12","+1.11","21.9","+4.89","60.1","-7.33","0","0"
"564",="6411","晶焱","265","0","0","2021","0","0","3.48","-2.67","1.11","-1.64","17","-0.99","78.4","+5.3","0","0"
"565",="2546","根基","49.8","+0.35","+0.71","2021","0","0","3.42","+0.26","1.1","+0.88","44.6","-0.54","50.9","-0.61","0","0"
"566",="2732","六角","99.2","-1.3","-1.29","2021","0","0","6.17","-5.32","1.09","+0.72","41.3","+2.36","51.4","+2.25","0","0"
"567",="2926","誠品生活","59.2","-0.9","-1.5","2021","0","0","15","-0.05","1.09","-0.08","59.7","+0.06","24.2","+0.07","0","0"
"568",="4960","誠美材","13.1","-0.4","-2.96","2021","0","0","12.7","+0.11","1.08","+0.49","14.7","-3.28","71.5","+2.68","0","0"
"569",="8466","美吉吉-KY","53.7","-0.3","-0.56","2021","0","0","61.2","-0.11","1.08","0","0.3","-0.03","37.4","+0.14","0","0"
"570",="8499","鼎炫-KY","128","+1.5","+1.19","2021","0","0","70.7","-1.5","1.06","+1.06","1","-2.03","27.2","+2.48","0","0"
"571",="2539","櫻花建","31.15","-0.15","-0.48","2021","0","0","0.56","+0.4","1.06","-0.11","29.2","-1.58","69.2","+1.28","0","0"
"572",="1504","東元","31.35","-0.15","-0.48","2021","0.36","-0.37","25","-14.3","1.06","-1.27","49.4","+20.4","24.2","-4.46","0","0"
"573",="8489","三貝德","32.5","-0.75","-2.26","2021","0","0","2.23","-2.45","1.06","-0.31","17.5","-0.7","75.5","+4","3.68","-0.53"
"574",="5220","萬達光電","35.4","0","0","2021","0","0","1.24","+0.91","1.06","+1.06","23","-1.93","74.7","-0.04","0","0"
"575",="6180","橘子","61.1","+0.2","+0.33","2021","0","0","18.2","+0.71","1.05","+0.2","18.2","-0.26","62.5","+0.63","0","-1.28"
"576",="1907","永豐餘","33.8","-1.45","-4.11","2021","0.46","-0.07","17.7","+0.13","1.05","+0.05","37.9","+4.05","42.8","-4.17","0","0"
"577",="6477","安集","41.15","-0.3","-0.72","2021","0","0","5.65","+4.9","1.04","+0.37","27.2","-7.1","66.2","+1.82","0","0"
"578",="9945","潤泰新","67.1","-1.6","-2.33","2021","0.85","-0.43","15.2","-0.67","1.03","-1.28","50","+0.51","32.9","+1.88","0","0"
"579",="5478","智冠","93.6","0","0","2021","0.06","+0.06","33.8","-1.05","1.03","+0.12","10","+0.53","54.6","+0.25","0.44","+0.1"
"580",="8213","志超","48.45","-0.25","-0.51","2021","0","0","22.6","-3.19","1.03","+0.63","14.1","+0.63","58.6","+0.13","3.69","+1.8"
"581",="4943","康控-KY","33.65","-3.7","-9.91","2021","0","0","37.5","-0.68","1.02","-2.68","9.71","-2.97","51.3","+6.39","0.41","-0.06"
"582",="6139","亞翔","29.45","-0.3","-1.01","2021","0","-0.02","15.3","-1.34","1.02","-0.22","29.4","+0.74","54.3","+0.84","0","0"
"583",="6762","達亞","264","-5","-1.86","2021","0","0","1.34","+1","1.01","-1.74","53.9","-1.04","43.8","+1.78","0","0"
"584",="6715","嘉基","117.5","+1.5","+1.29","2021","0","0","1.59","-3.43","1.01","+1.01","60.3","+2.96","37.1","-0.53","0","0"
"585",="2419","仲琦","23.4","-0.1","-0.43","2021","0","0","2.69","-6.18","0.99","-0.36","61.1","+30.2","32.9","-23.6","2.33","0"
"586",="2247","汎德永業","215.5","-1","-0.46","2021","0","0","0.39","+0.39","0.99","+0.99","63.9","+0.02","34.7","-1.4","0","0"
"587",="1219","福壽","20.95","+0.05","+0.24","2021","0","0","4.87","+1.29","0.98","+0.12","20.8","-8.96","73.2","+7.48","0.11","+0.07"
"588",="3672","康聯訊","25.15","+0.45","+1.82","2021","0","0","0.04","+0.03","0.98","-3.22","26.8","+0.72","67.5","+3.04","4.66","-0.57"
"589",="6288","聯嘉","26.75","-0.45","-1.65","2021","0","0","0.63","-2.14","0.97","+0.97","36.4","-8.64","58.1","+5.98","3.83","+3.83"
"590",="4905","台聯電","50.9","+0.1","+0.2","2021","0","0","18.3","-0.86","0.97","+0.1","30.4","+0.39","50.3","+0.62","0","-0.26"
"591",="1776","展宇","22.25","-0.3","-1.33","2021","0","0","0.16","+0.12","0.96","+0.35","28.6","+0.24","70.3","-0.71","0","0"
"592",="3141","晶宏","250","-2.5","-0.99","2021","0","0","3.51","+0.59","0.95","+0.95","14.2","+3.66","79.7","-4.73","1.62","-0.47"
"593",="3605","宏致","50.1","+0.4","+0.8","2021","0","0","10.6","+1.3","0.95","-15","13.6","+13.6","74.9","+0.13","0","0"
"594",="2838","聯邦銀","12.3","-0.1","-0.81","2021","0","0","2.94","-0.07","0.94","+0.36","77.6","-0.18","18.5","-0.12","0","0"
"595",="6667","信紘科","72.6","-2.5","-3.33","2021","0","0","2.01","-0.15","0.94","-0.04","48.5","-3.59","48.5","+3.78","0","0"
"596",="8440","綠電","19.1","-0.05","-0.26","2021","0","0","1.11","+1.11","0.93","-5.12","56.1","-8.2","41.9","+12.2","0","0"
"597",="4971","IET-KY","82.3","-1","-1.2","2021","0","0","12.9","-3.07","0.93","-0.46","5.47","-0.53","79.3","+3.48","1.4","+0.58"
"598",="6756","威鋒電子","610","+55","+9.91","2021","0","0","0.84","+0.47","0.92","+0.92","62.2","+0.06","36","-1.45","0","0"
"599",="3380","明泰","29.8","-0.3","-1","2021","0","0","7.46","+0.63","0.92","-1.58","65.3","+16.4","26.4","-15.4","0","-0.01"
"600",="6173","信昌電","62.8","-0.2","-0.32","2021","0","0","2.54","+0.7","0.91","-0.07","45.3","+0.08","50.8","-1.18","0.47","+0.47"
